""	./WT_1	./WT_2	./WT_3	./Y2_1	./Y2_2	./Y2_3	./YT_1	./YT_2	./YT_3
GPR21	0	1	0	0	0	1	0	0	0
ENSG00000225078	0	0	0	0	0	0	0	0	0
MIR600HG	756	461	940	748	571	1075	1114	401	970
STRBP	4110	4055	4111	6656	2741	7251	7788	5478	6212
MIR600	0	0	0	0	0	0	0	0	0
ENSG00000301211	0	0	0	0	0	0	0	0	0
ENSG00000308893	0	0	0	0	0	0	0	0	0
ENSG00000310003	0	0	0	0	0	0	0	0	0
ENSG00000298893	1	2	4	1	2	0	1	0	1
CRB2	512	428	1459	264	566	849	615	101	1684
DENND1A	1645	1499	1434	1314	1175	1969	2669	1067	2079
MIR601	1	0	1	0	2	0	0	0	1
MIR7150	0	0	0	0	0	0	0	0	0
ENSG00000237336	0	0	0	0	0	0	0	0	0
ENSG00000230826	0	0	0	0	0	0	0	0	0
ENSG00000229115	0	0	0	0	0	0	0	0	0
PIGFP2	0	0	0	0	0	0	0	0	0
ENSG00000309798	0	0	0	0	0	0	0	0	0
ENSG00000309565	0	0	0	0	0	0	0	0	0
ENSG00000309586	0	0	0	0	0	0	0	0	0
LHX2	43	23	25	42	20	63	40	50	6
LHX2-AS1	1	0	0	1	0	2	0	0	0
ENSG00000294309	0	0	0	0	0	2	0	0	0
ENSG00000231227	0	0	0	0	0	1	0	0	0
ENSG00000234921	0	0	0	0	0	0	0	0	0
ENSG00000308378	0	0	0	0	0	0	0	0	0
ENSG00000308400	0	0	0	0	0	0	0	0	0
ENSG00000296076	0	0	0	0	0	0	0	0	0
ENSG00000303651	0	0	0	0	0	0	0	0	0
ENSG00000298414	0	0	0	0	0	0	0	0	0
ENSG00000306523	0	0	0	0	0	0	0	0	0
NEK6	699	638	894	957	498	1088	1274	742	942
ENSG00000235204	0	0	0	0	0	0	0	0	0
ENSG00000227200	2	0	2	1	0	4	0	0	0
ENSG00000301804	0	0	0	0	0	0	0	0	0
PSMB7	5472	5139	3576	13078	5244	7213	12106	8534	7830
ADGRD2	8	14	50	11	10	54	28	9	27
NR5A1	12	10	71	51	15	55	34	21	17
ENSG00000310239	0	2	3	1	0	3	1	1	1
ENSG00000231149	3	1	2	0	0	3	0	0	5
NR6A1	15239	13330	13050	9465	17025	21901	43661	11376	29130
ENSG00000231744	0	2	2	5	2	6	6	1	3
RN7SL302P	0	0	0	0	0	0	0	0	0
MIR181A2HG	5	0	0	1	5	7	15	3	3
MIR181A2	0	0	0	0	0	0	0	0	0
MIR181B2	0	0	0	0	0	0	0	0	0
ENSG00000236643	23	31	22	10	15	32	50	34	28
OLFML2A	957	878	1461	437	1014	1214	2371	503	1613
ENSG00000296507	1	2	2	2	2	2	10	6	0
WDR38	0	1	1	1	0	0	2	0	1
RPL35	9326	8423	15632	24288	9124	22646	31048	16407	18552
ARPC5L	1287	1237	1317	2853	1049	2218	2215	1593	1894
ENSG00000289285	28	28	9	18	10	24	22	10	25
GOLGA1	255	242	407	515	195	675	539	353	567
RNU4-82P	0	0	1	0	0	0	0	0	1
ENSG00000296510	0	0	2	0	0	6	2	2	2
ENSG00000293924	0	0	0	1	1	7	0	0	0
SCAI	568	521	791	672	395	1032	1143	697	826
FXNP2	0	0	2	3	0	1	3	2	0
PPP6C	2724	2614	2292	5319	2240	3646	6871	5548	3243
PRPS1P2	1	1	0	23	0	0	12	7	0
RPSAP76	0	0	0	0	0	0	0	0	0
ENSG00000300577	0	2	1	0	0	3	0	0	1
RABEPK	834	805	714	1429	661	1296	1458	1166	1299
HSPA5	23967	23459	14782	35365	10154	20914	21700	19782	34148
HSPA5-DT	0	0	0	2	0	3	0	7	1
GAPVD1	1539	1305	1443	2624	998	2773	3184	2233	3207
ENSG00000214593	0	0	0	2	0	0	0	2	0
RNU6-1020P	0	0	0	0	0	0	0	0	0
ENSG00000227845	0	0	0	0	0	0	0	0	0
ENSG00000297528	0	0	0	0	0	0	0	0	2
ENSG00000297553	1	1	5	4	3	13	12	0	0
ENSG00000287782	0	0	6	2	0	12	1	1	10
MAPKAP1	4756	4551	4303	9059	3673	9004	10004	8048	7038
RN7SL30P	0	0	0	0	0	0	0	0	0
ENSG00000227068	0	0	0	0	0	0	0	0	0
HNRNPA1P15	0	0	0	11	0	0	2	1	0
PBX3-DT	3	4	4	1	0	3	3	2	0
ENSG00000305705	0	0	0	0	0	0	0	0	0
PBX3	1365	1225	1535	3253	2600	3618	8404	5468	3870
ENSG00000308237	0	0	0	0	0	0	0	0	0
ENSG00000232413	0	0	0	0	0	0	0	0	0
ENSG00000298333	0	0	0	0	0	0	0	0	0
ENSG00000306161	0	1	0	0	0	0	0	0	0
ENSG00000297108	0	0	0	0	0	0	0	0	0
ENSG00000299285	0	0	0	0	0	0	0	0	0
ENSG00000293938	0	0	0	0	0	0	0	0	0
ENSG00000288537	2	0	2	0	0	0	0	0	0
ENSG00000228392	0	0	0	0	0	0	0	0	0
MVB12B	506	467	667	1004	827	1041	1573	606	1294
ENSG00000298924	0	0	0	0	0	0	0	0	0
NRON	0	0	0	0	0	0	0	0	0
ENSG00000295036	0	0	0	0	0	0	0	0	0
ENSG00000233721	0	0	0	0	0	0	0	0	0
ENSG00000279137	0	0	0	1	0	0	0	0	0
ENSG00000295086	0	0	0	0	0	0	0	0	0
LMX1B-DT	2	0	2	13	0	0	0	6	1
LMX1B	56	62	132	720	14	23	11	203	1
ENSG00000238010	0	0	0	0	0	0	0	0	0
ENSG00000286428	0	0	0	0	0	1	0	0	0
ENSG00000293823	0	0	0	0	0	0	0	0	0
ZBTB43	399	392	660	776	300	877	837	503	950
ENSG00000288995	0	1	2	0	0	0	0	0	1
ENSG00000296351	0	0	0	0	0	0	0	0	0
ZBTB34	976	928	1090	1699	828	2133	2184	1209	1372
RALGPS1	832	679	1376	970	366	1156	1154	814	760
ANGPTL2	468	437	491	600	749	825	2278	770	1939
ENSG00000310341	0	0	1	0	0	0	0	0	0
ENSG00000228487	3	0	4	0	1	3	1	0	0
GARNL3	143	129	282	108	210	446	643	175	499
ENSG00000297688	0	1	1	2	0	3	0	0	0
DENRP4	0	0	0	0	0	0	0	0	0
ENSG00000271833	28	31	44	17	38	38	147	38	29
SLC2A8	745	689	606	1195	687	1036	988	401	1188
ZNF79	207	167	240	263	175	394	461	184	524
RPL12	11592	11110	14420	23344	8456	17217	26162	16293	12255
SNORA65	2	2	2	3	2	4	7	1	8
LRSAM1	605	539	928	1183	377	1326	614	294	1221
NIBAN2	2390	2427	2986	2444	2127	3444	2024	477	4130
STXBP1	2405	1994	1764	2168	2146	3380	6851	3347	2938
ENSG00000279571	0	0	0	1	0	2	1	0	0
PTRH1	179	157	142	340	127	193	180	90	123
MIR3911	0	0	0	0	0	0	0	0	0
CFAP157	0	0	6	3	3	4	3	0	9
TTC16	1	2	1	2	0	3	0	2	1
TOR2A	700	638	452	811	671	637	1061	376	631
ENSG00000299648	1	0	0	0	0	0	0	0	0
SH2D3C	146	140	397	94	112	326	289	83	163
ENSG00000286196	0	2	3	0	0	1	4	0	0
ENSG00000295129	1	0	4	0	0	2	0	0	0
ENSG00000300930	0	1	1	0	0	1	0	0	2
CDK9	2482	2300	2226	3804	2096	4335	4933	2216	4114
MIR3960	0	0	0	0	0	0	0	0	0
MIR2861	0	0	0	0	0	0	0	0	0
FPGS	2061	1863	1873	2529	1183	2070	2094	824	2042
ENG	256	206	167	168	217	162	370	104	285
ENSG00000225032	13	6	59	9	6	38	8	2	22
RNA5SP296	0	0	0	0	1	0	0	0	0
AK1	56	62	99	113	89	82	154	22	155
ENSG00000257524	1	1	7	2	1	6	3	0	13
MIR4672	0	0	0	0	0	0	0	0	2
ENSG00000295577	0	0	0	0	0	0	0	0	0
ST6GALNAC6	4	2	6	3	5	16	5	0	9
ENSG00000305432	0	0	0	0	0	0	0	0	0
ST6GALNAC4	703	624	454	724	481	702	731	198	512
ENSG00000227218	1	0	1	0	0	0	1	1	0
PIP5KL1	276	261	635	248	178	503	300	62	237
DPM2	1536	1477	1152	2944	1332	2248	2873	1596	1692
EEIG1	1168	1030	1306	2717	1216	2112	2327	1026	2535
ENSG00000230848	0	0	0	0	0	0	0	0	0
NAIF1	288	254	421	462	323	516	497	227	520
SLC25A25	497	497	639	740	449	1191	642	274	1022
ENSG00000230536	0	0	0	0	0	0	0	0	0
SLC25A25-AS1	38	33	85	120	72	126	137	75	283
ENSG00000297862	1	1	6	0	0	6	4	0	4
PTGES2	1994	1726	1830	4068	1436	3544	1993	1060	3020
PTGES2-AS1	5	1	2	6	2	7	3	1	0
LCN2	21	26	33	12	3	12	6	4	2
ENSG00000308297	0	0	0	0	0	0	0	0	0
ENSG00000298354	0	0	0	0	0	0	0	0	0
BBLN	1530	1307	916	2629	1745	1666	2097	323	1438
CIZ1	2857	2548	3201	5030	2371	4560	6575	2948	6060
DNM1	963	765	2144	1173	1174	2842	2630	876	2954
MIR199B	0	0	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0	0
GOLGA2	1435	1173	1963	2219	925	2926	1900	990	2512
ENSG00000307791	2	0	2	0	0	1	0	0	1
SWI5	480	420	727	933	332	945	713	467	696
ENSG00000307771	0	0	0	0	0	0	1	1	1
TRUB2	1094	1018	954	2540	854	1628	1838	1254	2289
ENSG00000272696	4	4	6	4	5	8	23	2	3
COQ4	879	749	811	1494	679	1227	1327	757	1091
SLC27A4	1186	1081	783	3317	894	1793	1354	951	1753
TMSB4XP4	18	36	66	963	50	68	3017	2072	88
URM1	1517	1544	1142	3917	1300	2644	2494	1464	2701
MIR219A2HG	2	1	0	25	9	6	35	16	1
MIR219A2	0	0	0	0	0	0	0	0	0
MIR219B	0	0	0	0	0	1	0	0	0
ENSG00000302509	0	0	0	0	3	1	1	0	0
CERCAM	340	287	224	984	327	651	579	291	249
ENSG00000273186	0	1	0	3	0	4	2	4	4
ENSG00000228510	0	0	0	2	0	0	1	0	0
ODF2	942	798	1023	884	919	1846	2843	1023	1668
ODF2-AS1	0	0	0	0	0	0	0	0	0
GLE1	991	925	897	2054	848	1841	2253	1716	1642
ENSG00000228395	3	2	12	11	4	8	18	2	12
RNU7-171P	0	0	2	0	0	0	1	0	1
SPTAN1	5623	3885	9067	8624	4546	15701	12395	6425	18619
ENSG00000302521	0	0	0	0	0	0	0	0	0
ENSG00000280474	0	0	0	1	0	0	0	0	0
ENSG00000297241	0	0	0	0	0	0	0	1	0
ENSG00000280758	5	1	5	4	1	5	3	1	21
DYNC2I2	1647	1557	1532	2571	1654	2475	2470	747	2811
VTI1BP4	0	0	0	0	0	0	0	0	0
HMGA1P4	0	1	4	0	0	6	0	0	3
SET	40933	42432	36765	82033	30877	58209	85111	66554	58122
ENSG00000305868	3	4	76	5	4	205	3	2	171
PKN3	1134	941	1216	1499	825	1491	1206	429	1301
RN7SL560P	0	0	0	0	0	0	0	0	0
ZDHHC12	989	901	966	1562	816	1250	988	305	1008
ZDHHC12-DT	36	28	68	40	21	47	58	48	30
ZER1	1373	1148	1564	1912	1067	1780	2139	722	2065
ENSG00000306759	1	1	2	0	0	0	3	4	2
TBC1D13	1605	1414	1465	2660	1295	2122	2189	1128	2588
ENDOG	162	169	230	344	190	314	321	156	356
SPOUT1	4	2	6	0	4	5	5	1	10
KYAT1	869	807	858	862	1005	1654	1692	428	1054
ENSG00000301746	0	0	0	0	0	0	0	0	0
LRRC8A	3900	3462	3135	9253	3623	6664	8432	5894	11025
ENSG00000310259	0	0	0	3	0	0	2	5	0
PHYHD1	337	271	586	420	247	376	536	224	332
ENSG00000251184	0	0	0	0	0	0	0	0	0
DOLK	742	644	638	1280	561	820	1219	845	1323
NUP188	5233	4568	4822	8214	3671	7047	8032	3826	10205
ENSG00000267834	1	2	3	4	9	11	10	3	6
SH3GLB2	1218	1113	1842	1969	1133	2437	2352	954	2150
MIGA2	468	349	827	876	367	1345	475	239	1368
ENSG00000287234	8	7	8	9	11	17	21	6	12
DOLPP1	1376	1367	1113	3071	1354	1971	2552	1419	2124
CRAT	863	775	1198	1442	1202	1744	2370	709	1484
ENSG00000234055	0	0	0	0	0	0	0	0	0
PTPA	6734	6738	6973	12507	6951	11280	7885	2361	11608
ENSG00000235007	0	0	0	0	0	0	1	0	0
ENSG00000268707	1	0	1	0	0	3	4	1	0
IER5L	29	42	88	128	118	114	185	76	38
IER5L-AS1	8	9	8	12	3	9	8	13	1
ENSG00000303814	0	0	0	0	0	0	0	0	0
LINC02975	28	24	29	31	17	16	23	21	14
ENSG00000303848	0	0	0	0	0	0	0	0	0
LINC01503	31	22	32	61	18	43	37	25	31
ENSG00000303832	1	1	0	1	0	1	0	0	0
ENSG00000296315	0	0	0	0	0	0	0	0	0
RN7SL159P	0	0	0	0	0	0	0	0	0
ENSG00000295136	1	0	0	0	0	0	0	0	1
ENSG00000236146	0	0	0	0	0	0	0	0	0
ENSG00000307513	0	0	0	0	0	0	0	0	0
ENSG00000306179	0	0	0	0	1	0	0	0	0
ENSG00000294913	0	0	0	0	0	0	0	0	0
ENSG00000294888	0	1	1	0	0	1	1	0	0
ENSG00000302699	0	0	0	0	0	0	0	0	2
ENSG00000302716	0	0	0	0	0	0	0	0	0
ENSG00000230676	0	0	0	0	0	0	0	0	0
ENSG00000297491	0	0	0	0	0	0	0	0	0
ENSG00000226355	1	0	1	0	2	1	4	0	0
ENSG00000300826	3	0	1	0	2	1	0	0	2
ENSG00000309757	0	0	2	1	0	4	0	0	2
LINC00963	69	72	264	187	179	341	305	99	129
ENSG00000261334	0	0	0	0	1	0	0	0	0
ENSG00000286078	0	0	0	0	0	0	0	0	0
ENSG00000304586	0	1	2	1	1	1	3	4	4
ENSG00000227619	0	0	0	0	0	0	1	0	0
ENSG00000309427	0	0	0	0	0	0	0	0	0
NTMT1	1063	1007	1094	1648	589	1704	903	607	1295
C9orf50	1	0	3	0	1	2	1	0	3
ENSG00000309409	0	0	1	0	0	1	0	0	0
ASB6	858	803	789	1388	644	1208	1207	650	1258
ENSG00000234789	0	0	0	0	0	0	0	0	0
PRRX2	118	99	212	411	138	281	321	179	169
PRRX2-AS1	0	0	0	0	0	0	0	0	0
PTGES	229	193	187	99	236	165	348	74	259
ENSG00000295529	0	0	0	0	0	1	0	0	0
UBE2V1P4	0	0	0	0	0	0	0	0	0
TOR1B	555	490	683	1042	376	867	880	640	743
ENSG00000298227	15	8	29	10	10	34	21	4	44
TOR1A	1296	1201	1361	2814	1227	2055	3156	2226	2265
C9orf78	1820	1538	1680	3770	1170	2543	3478	3059	2558
USP20	593	539	872	1086	553	1484	981	360	1559
MIR6855	0	0	0	0	0	0	0	0	0
ENSG00000224988	0	0	2	0	0	0	0	0	2
ENSG00000288956	7	6	5	4	0	5	2	1	6
FNBP1	1216	1090	1574	2158	1454	2728	4562	2489	3415
ENSG00000288924	99	84	165	216	128	189	568	457	147
ENSG00000230684	0	0	0	0	0	0	0	0	0
ENSG00000270755	0	0	1	0	1	2	1	3	1
ENSG00000289226	10	8	7	17	7	19	30	11	13
GPR107	2383	2343	3403	4806	2373	5398	5550	3758	5520
GPRACR	0	0	0	0	0	1	0	0	0
NCS1	2363	2106	2015	3720	1596	2499	2609	1135	2530
ENSG00000300266	37	42	70	49	15	69	51	40	28
HMCN2	258	178	1188	452	187	864	248	78	792
RN7SL665P	0	0	2	0	0	0	0	0	0
ASS1	3559	3263	8968	12489	2068	8877	4671	4523	1888
ENSG00000306168	0	1	2	0	0	0	1	3	1
ENSG00000306184	0	0	0	0	0	0	0	0	0
ENSG00000289933	0	0	0	0	0	0	1	0	0
ENSG00000307227	0	0	0	0	0	0	0	0	0
FUBP3	3542	3300	3461	6356	2499	5917	5861	3935	6685
MIR6856	0	0	0	0	0	0	0	0	0
ENSG00000232172	0	0	0	0	1	0	0	0	0
PRDM12	2	4	19	7	4	11	13	7	1
EXOSC2	2186	1990	2395	3795	1663	3794	3466	2528	4155
ENSG00000306514	0	0	1	3	0	1	2	3	1
ABL1	5357	4544	6996	8390	4058	8524	8327	3307	9239
ENSG00000288570	0	0	0	0	0	0	0	0	0
ENSG00000224797	0	0	0	0	0	0	0	0	0
ENSG00000309617	0	0	0	0	0	0	0	0	0
ENSG00000306257	0	0	1	0	0	0	0	0	0
QRFP	0	0	0	0	0	0	0	0	0
FIBCD1	247	188	364	317	263	332	477	134	229
FIBCD1-AS1	0	0	2	0	0	0	1	0	0
LAMC3	1026	745	671	512	571	1106	850	185	1524
ENSG00000302556	0	0	0	0	0	0	0	0	0
ENSG00000252582	0	0	0	0	0	0	0	0	0
AIF1L	6964	7041	6367	9417	7648	7981	17000	5339	15110
NUP214	1897	1441	1947	2718	1477	2736	5042	2775	4944
RNU6-881P	0	0	0	0	0	0	0	0	0
ENSG00000236986	0	0	0	1	0	0	2	0	0
ENSG00000246851	0	0	0	0	0	1	0	0	0
ENSG00000288727	0	0	0	0	0	1	0	0	0
ENSG00000226987	0	0	0	0	0	0	0	0	0
ENSG00000309344	0	0	0	1	0	0	0	0	0
FAM78A	195	189	223	367	211	303	422	178	325
ENSG00000294653	0	0	0	0	0	0	0	0	0
ENSG00000286547	0	0	2	0	0	1	2	0	3
PLPP7	195	169	214	141	312	285	371	56	420
ENSG00000300582	1	0	0	0	0	2	0	0	2
ENSG00000285287	0	0	0	0	0	0	0	0	0
ENSG00000289000	0	1	6	2	1	2	1	1	4
PRRC2B	7200	5446	9056	12755	5963	13235	13564	6937	15006
ENSG00000291303	0	0	0	0	0	0	0	0	0
ENSG00000288841	0	0	0	0	0	0	0	0	0
SNORD62A	4	3	1	9	0	5	0	3	2
SNORD62B	6	6	16	44	8	23	39	14	28
ENSG00000176868	1	0	1	7	2	6	11	1	10
POMT1	760	659	1577	1476	688	1732	1278	512	1453
ENSG00000230289	0	2	7	4	0	0	2	1	3
UCK1	1156	990	1238	1818	945	1615	1483	670	2116
PRRT1B	15	22	48	25	9	12	22	4	20
RAPGEF1	2971	2617	3199	7399	1910	5519	3042	2316	4762
RN7SL328P	0	0	0	0	0	0	0	0	0
ENSG00000303508	0	0	1	4	0	2	0	2	0
EIF4A1P3	0	0	0	0	0	0	0	0	0
ENSG00000212395	0	0	0	0	0	0	0	0	0
ENSG00000302199	15	11	7	7	12	24	38	26	14
ENSG00000236687	0	0	2	0	0	0	3	0	0
MED27	636	677	658	1177	581	1071	1298	733	1053
ENSG00000300382	0	0	0	0	0	0	0	0	0
ENSG00000307955	0	0	0	0	0	0	0	0	0
NTNG2	69	53	84	150	151	196	305	56	249
ENSG00000295851	0	0	0	0	0	0	0	0	0
SETX	2007	1680	2932	3248	1645	4695	4549	3092	7362
ENSG00000303195	3	0	0	0	1	1	0	2	0
ENSG00000303215	0	0	0	0	0	0	0	0	0
TTF1	1004	969	1404	1822	647	2191	1698	1214	2541
CFAP77	23	22	32	55	29	54	68	23	31
RNU5D-2P	0	0	0	0	0	0	0	0	0
ENSG00000303739	0	1	0	0	0	0	2	0	0
BARHL1	0	0	9	1	0	0	0	0	0
DDX31	837	797	864	2180	664	1656	1548	1110	1927
GTF3C4	3388	3104	3844	6043	2294	5886	5593	4173	8125
AK8	21	21	31	35	19	30	29	11	18
ENSG00000224992	2	1	2	3	0	4	4	1	5
ENSG00000310322	0	0	0	0	0	0	1	0	0
SPACA9	60	57	83	83	129	147	345	128	93
TSC1	1189	1065	1625	1920	878	2387	2544	1777	2898
GFI1B	7	4	2	7	5	6	13	8	5
MIR548AW	0	0	0	0	0	0	0	0	0
ENSG00000234907	0	0	0	0	0	0	0	0	0
RNU7-21P	0	0	0	0	0	0	0	0	0
ENSG00000307636	0	0	0	0	0	0	0	0	0
ENSG00000305661	0	0	0	0	0	0	0	0	0
EEF1A1P5	139025	132781	178816	205221	112432	230766	242640	145018	217021
ENSG00000288989	13	8	12	8	8	23	15	9	15
GTF3C5	3436	2847	3109	6630	2535	5158	5347	3219	5251
MIR6877	0	0	1	0	0	0	0	0	2
ENSG00000296375	0	2	1	9	3	10	5	5	9
CEL	37	23	40	92	36	83	62	33	95
ENSG00000290769	0	0	0	3	0	0	2	3	0
CELP	0	0	0	0	0	0	0	0	0
RALGDS	120	81	138	130	171	245	317	105	304
ENSG00000285245	0	0	0	0	0	0	0	0	2
ENSG00000298803	0	0	0	0	0	0	0	0	0
GBGT1	322	321	187	284	299	295	395	107	385
OBP2B	0	0	0	0	0	0	0	0	0
LCN1P1	0	0	2	0	0	1	0	1	0
ABO	12	16	29	24	21	33	117	43	30
LCN1P2	0	0	0	0	0	0	0	0	0
SURF6	1747	1745	1645	4714	1234	2958	2482	2077	3075
MED22	2295	2117	2674	3835	1380	3230	2221	1049	3577
RPL21P81	0	0	0	0	0	0	0	0	0
RPL7A	20087	19575	23745	31895	14213	35929	33893	23605	30630
SNORD24	0	0	0	0	0	0	0	0	0
SNORD36B	0	0	0	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0	0	0	0
SNORD36C	0	0	0	0	0	0	0	0	0
SURF1	942	824	1010	1402	936	1377	1289	615	1283
SURF2	424	464	636	1136	367	851	1079	882	980
SURF4	9537	9320	7577	14976	7475	11063	13664	7393	11455
STKLD1	7	10	7	6	22	23	38	10	17
REXO4	1463	1324	1439	2639	898	1994	1671	1109	2144
ADAMTS13	125	108	320	117	147	422	181	36	400
CACFD1	615	606	929	1312	1056	1299	1003	199	1654
SLC2A6	836	798	470	905	892	741	790	153	1309
ENSG00000296035	0	0	0	0	0	0	0	0	0
MYMK	0	0	1	0	0	0	0	0	0
ADAMTSL2	70	51	192	32	68	91	98	16	123
FAM163B	148	130	175	51	220	152	400	47	150
ENSG00000303903	0	0	1	0	0	1	2	0	3
ENSG00000261018	1	0	0	0	0	0	0	0	0
DBH	13	14	2	2	48	5	104	15	12
DBH-AS1	21	18	29	21	84	90	124	7	191
SARDH	364	348	471	216	557	736	1072	175	960
VAV2	1881	1694	2386	3263	1211	3050	2150	1814	2866
ENSG00000302189	8	6	19	6	5	10	6	0	12
ENSG00000306694	2	2	6	0	2	8	3	1	9
BRD3OS	992	836	750	1079	787	1177	1531	759	1277
BRD3	3390	3020	4684	5262	2629	6071	5914	3579	5923
ENSG00000235138	0	0	0	0	0	0	0	0	0
ARF4P1	0	3	1	22	0	5	16	1	5
WDR5-DT	9	7	8	9	6	9	19	14	15
WDR5	3120	3005	3225	5386	1729	3906	3464	2510	4290
ENSG00000295288	1	0	0	0	1	0	0	0	1
RNU6ATAC	0	0	0	1	0	0	4	0	0
ENSG00000295241	0	0	0	0	0	0	0	0	1
ENSG00000295355	10	6	8	3	6	14	15	1	12
ENSG00000273473	3	1	4	6	3	8	6	2	6
ENSG00000295264	0	0	0	0	0	0	1	0	1
ENSG00000289220	0	0	0	0	0	1	0	0	0
ENSG00000295308	0	0	0	0	0	0	0	0	0
ENSG00000299910	0	0	0	0	0	0	0	0	0
ENSG00000299928	0	0	0	0	0	0	0	0	0
ENSG00000301231	0	0	0	0	0	0	0	0	0
LINC02247	0	0	3	0	0	0	0	0	0
ENSG00000279929	0	0	0	0	0	0	0	0	0
RXRA	1411	1367	2102	2609	1478	2258	2411	991	2953
MIR4669	0	0	0	0	0	0	0	0	0
ENSG00000228877	1	0	0	0	1	0	4	0	3
ENSG00000297129	0	0	0	0	0	0	0	0	0
ENSG00000227150	0	0	0	0	0	0	0	0	0
ENSG00000306512	0	0	0	0	0	0	0	0	0
COL5A1	994	808	1508	1547	1054	1926	2455	905	2559
COL5A1-AS1	0	0	1	2	2	2	2	0	3
ENSG00000286502	0	0	1	1	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0
ENSG00000308035	0	0	0	0	0	0	0	0	0
ENSG00000232355	0	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0
FCN1	0	0	0	0	0	0	0	0	0
ENSG00000236403	0	0	0	0	0	1	2	0	0
ENSG00000298953	0	0	0	0	0	0	0	0	0
ENSG00000298967	0	0	0	0	0	0	0	0	0
ENSG00000299681	0	0	0	0	0	0	0	0	0
ENSG00000279935	0	0	0	0	0	0	0	0	0
OLFM1	1676	1460	3218	3084	2416	3013	6193	2830	4624
ENSG00000307225	0	1	2	2	0	0	0	0	0
ENSG00000227958	1	0	2	0	5	0	5	0	0
ENSG00000233936	1	1	2	0	3	0	0	0	5
ENSG00000303496	0	0	0	0	2	0	0	0	0
LINC02907	0	0	2	0	0	0	0	0	0
ENSG00000309826	1	2	4	0	2	1	2	2	4
ENSG00000235572	0	0	0	0	0	0	0	0	0
ENSG00000296740	2	2	0	1	1	0	2	1	0
ENSG00000296725	0	2	3	12	3	7	5	4	5
ENSG00000298217	0	0	0	0	0	0	0	0	0
PPP1R26-AS1	29	35	58	99	32	68	35	46	61
SOCS5P2	0	0	0	0	0	0	0	0	0
ENSG00000299651	0	0	0	0	0	0	0	0	0
PPP1R26	1367	1139	2493	1790	780	2492	1451	626	2470
PIERCE1	255	249	196	413	197	296	570	352	307
MRPS2	3398	3113	2365	5758	2840	3438	6077	2944	3866
ENSG00000226706	0	0	0	5	0	1	2	1	1
ENSG00000298424	0	0	0	0	0	0	0	0	0
LCN1	0	1	1	0	3	1	5	0	0
ENSG00000296759	0	0	0	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0	0	0	0
PAEP	1	1	1	0	1	0	0	0	1
LINC01502	0	0	0	0	0	0	0	0	0
ENSG00000300457	0	0	0	0	0	0	0	0	0
PAEPP1	0	0	2	0	0	0	2	0	2
ENSG00000290889	0	0	0	0	0	0	0	0	0
ENSG00000236543	0	0	0	0	0	0	0	0	0
GLT6D1	2	1	3	1	1	11	0	2	0
LCN9	1	0	2	0	0	43	1	0	3
ENSG00000308691	0	0	0	0	0	0	0	0	0
ENSG00000294419	0	0	0	0	0	0	0	0	0
SOHLH1	1	1	2	0	0	0	0	0	0
KCNT1	6	3	21	6	2	14	7	0	2
ENSG00000302946	0	0	0	0	0	0	0	0	0
CAMSAP1	1969	1726	3508	3881	1640	4598	4352	2518	6034
CAMSAP1-DT	42	34	65	66	57	94	104	43	84
ENSG00000304450	0	0	0	0	0	0	0	0	0
UBAC1	1646	1525	2031	2877	1157	2895	2879	1746	2662
ENSG00000297301	0	0	0	0	0	0	0	0	0
ENSG00000309851	0	0	0	0	0	0	0	0	0
NACC2	757	683	866	1293	496	783	717	308	806
ENSG00000306375	0	0	0	0	0	0	0	0	0
LINC02846	11	15	20	22	13	20	9	5	19
TMEM250	1387	1389	1814	2910	1520	2116	1885	512	2560
ENSG00000275329	13	10	50	48	24	56	50	17	45
ENSG00000305829	0	0	1	2	1	2	1	0	0
ENSG00000303985	0	0	0	0	0	0	2	0	0
LHX3	0	0	0	5	0	0	0	1	0
QSOX2	1461	1329	1783	2540	1268	3328	2606	1245	2906
ENSG00000299478	0	0	1	0	0	1	2	0	0
CCDC187	4	1	7	6	4	9	5	0	17
ENSG00000279813	0	0	1	0	0	0	2	0	2
ENSG00000283769	0	0	0	0	0	0	0	0	0
ENSG00000306667	1	0	1	0	0	0	3	0	1
DKFZP434A062	3	0	8	3	2	2	1	0	1
GPSM1	631	483	885	490	466	660	654	164	947
DNLZ	7	3	15	6	6	17	3	4	17
ENSG00000289701	0	0	0	0	0	0	0	0	2
ENSG00000300558	6	5	4	24	7	7	9	3	8
CARD9	2	2	5	1	0	6	1	1	5
SNAPC4	715	551	829	1045	476	1189	714	331	1708
ENTR1	2201	2121	2421	3784	1700	3429	3206	1817	3550
PMPCA	2832	2702	2281	3616	2039	3954	3666	1623	4799
