""	WT_1	WT_2	WT_3	Y2_1	Y2_2	Y2_3	YT_1	YT_2	YT_3
ENSG00000225032	13	6	59	9	2	38	8	6	22
RNA5SP296	0	0	0	0	0	0	0	1	0
AK1	56	62	99	113	22	82	154	89	155
ENSG00000257524	1	1	7	2	0	6	3	1	13
MIR4672	0	0	0	0	0	0	0	0	2
ENSG00000295577	0	0	0	0	0	0	0	0	0
ST6GALNAC6	4	2	6	3	0	16	5	5	9
ENSG00000305432	0	0	0	0	0	0	0	0	0
ST6GALNAC4	703	624	454	724	198	702	731	481	512
ENSG00000227218	1	0	1	0	1	0	1	0	0
PIP5KL1	276	261	635	248	62	503	300	178	237
DPM2	1536	1477	1152	2944	1596	2248	2873	1332	1692
EEIG1	1168	1030	1306	2717	1026	2112	2327	1216	2535
ENSG00000230848	0	0	0	0	0	0	0	0	0
NAIF1	288	254	421	462	227	516	497	323	520
SLC25A25	497	497	639	740	274	1191	642	449	1022
ENSG00000230536	0	0	0	0	0	0	0	0	0
SLC25A25-AS1	38	33	85	120	75	126	137	72	283
ENSG00000297862	1	1	6	0	0	6	4	0	4
PTGES2	1994	1726	1830	4068	1060	3544	1993	1436	3020
PTGES2-AS1	5	1	2	6	1	7	3	2	0
LCN2	21	26	33	12	4	12	6	3	2
ENSG00000308297	0	0	0	0	0	0	0	0	0
ENSG00000298354	0	0	0	0	0	0	0	0	0
BBLN	1530	1307	916	2629	323	1666	2097	1745	1438
CIZ1	2857	2548	3201	5030	2948	4560	6575	2371	6060
DNM1	963	765	2144	1173	876	2842	2630	1174	2954
MIR199B	0	0	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0	0
GOLGA2	1435	1173	1963	2219	990	2926	1900	925	2512
ENSG00000307791	2	0	2	0	0	1	0	0	1
SWI5	480	420	727	933	467	945	713	332	696
ENSG00000307771	0	0	0	0	1	0	1	0	1
TRUB2	1094	1018	954	2540	1254	1628	1838	854	2289
ENSG00000272696	4	4	6	4	2	8	23	5	3
COQ4	879	749	811	1494	757	1227	1327	679	1091
SLC27A4	1186	1081	783	3317	951	1793	1354	894	1753
TMSB4XP4	18	36	66	963	2072	68	3017	50	88
URM1	1517	1544	1142	3917	1464	2644	2494	1300	2701
MIR219A2HG	2	1	0	25	16	6	35	9	1
MIR219A2	0	0	0	0	0	0	0	0	0
MIR219B	0	0	0	0	0	1	0	0	0
ENSG00000302509	0	0	0	0	0	1	1	3	0
CERCAM	340	287	224	984	291	651	579	327	249
ENSG00000273186	0	1	0	3	4	4	2	0	4
ENSG00000228510	0	0	0	2	0	0	1	0	0
ODF2	942	798	1023	884	1023	1846	2843	919	1668
ODF2-AS1	0	0	0	0	0	0	0	0	0
GLE1	991	925	897	2054	1716	1841	2253	848	1642
ENSG00000228395	3	2	12	11	2	8	18	4	12
RNU7-171P	0	0	2	0	0	0	1	0	1
SPTAN1	5623	3885	9067	8624	6425	15701	12395	4546	18619
ENSG00000302521	0	0	0	0	0	0	0	0	0
ENSG00000280474	0	0	0	1	0	0	0	0	0
ENSG00000297241	0	0	0	0	1	0	0	0	0
ENSG00000280758	5	1	5	4	1	5	3	1	21
DYNC2I2	1647	1557	1532	2571	747	2475	2470	1654	2811
VTI1BP4	0	0	0	0	0	0	0	0	0
HMGA1P4	0	1	4	0	0	6	0	0	3
SET	40933	42432	36765	82033	66554	58209	85111	30877	58122
ENSG00000305868	3	4	76	5	2	205	3	4	171
PKN3	1134	941	1216	1499	429	1491	1206	825	1301
RN7SL560P	0	0	0	0	0	0	0	0	0
ZDHHC12	989	901	966	1562	305	1250	988	816	1008
ZDHHC12-DT	36	28	68	40	48	47	58	21	30
ZER1	1373	1148	1564	1912	722	1780	2139	1067	2065
ENSG00000306759	1	1	2	0	4	0	3	0	2
TBC1D13	1605	1414	1465	2660	1128	2122	2189	1295	2588
ENDOG	162	169	230	344	156	314	321	190	356
SPOUT1	4	2	6	0	1	5	5	4	10
KYAT1	869	807	858	862	428	1654	1692	1005	1054
ENSG00000301746	0	0	0	0	0	0	0	0	0
LRRC8A	3900	3462	3135	9253	5894	6664	8432	3623	11025
ENSG00000310259	0	0	0	3	5	0	2	0	0
PHYHD1	337	271	586	420	224	376	536	247	332
ENSG00000251184	0	0	0	0	0	0	0	0	0
DOLK	742	644	638	1280	845	820	1219	561	1323
NUP188	5233	4568	4822	8214	3826	7047	8032	3671	10205
ENSG00000267834	1	2	3	4	3	11	10	9	6
SH3GLB2	1218	1113	1842	1969	954	2437	2352	1133	2150
MIGA2	468	349	827	876	239	1345	475	367	1368
ENSG00000287234	8	7	8	9	6	17	21	11	12
DOLPP1	1376	1367	1113	3071	1419	1971	2552	1354	2124
CRAT	863	775	1198	1442	709	1744	2370	1202	1484
ENSG00000234055	0	0	0	0	0	0	0	0	0
PTPA	6734	6738	6973	12507	2361	11280	7885	6951	11608
ENSG00000235007	0	0	0	0	0	0	1	0	0
ENSG00000268707	1	0	1	0	1	3	4	0	0
IER5L	29	42	88	128	76	114	185	118	38
IER5L-AS1	8	9	8	12	13	9	8	3	1
ENSG00000303814	0	0	0	0	0	0	0	0	0
LINC02975	28	24	29	31	21	16	23	17	14
ENSG00000303848	0	0	0	0	0	0	0	0	0
LINC01503	31	22	32	61	25	43	37	18	31
ENSG00000303832	1	1	0	1	0	1	0	0	0
ENSG00000296315	0	0	0	0	0	0	0	0	0
RN7SL159P	0	0	0	0	0	0	0	0	0
ENSG00000295136	1	0	0	0	0	0	0	0	1
ENSG00000236146	0	0	0	0	0	0	0	0	0
ENSG00000307513	0	0	0	0	0	0	0	0	0
ENSG00000306179	0	0	0	0	0	0	0	1	0
ENSG00000294913	0	0	0	0	0	0	0	0	0
ENSG00000294888	0	1	1	0	0	1	1	0	0
ENSG00000302699	0	0	0	0	0	0	0	0	2
ENSG00000302716	0	0	0	0	0	0	0	0	0
ENSG00000230676	0	0	0	0	0	0	0	0	0
ENSG00000297491	0	0	0	0	0	0	0	0	0
ENSG00000226355	1	0	1	0	0	1	4	2	0
ENSG00000300826	3	0	1	0	0	1	0	2	2
ENSG00000309757	0	0	2	1	0	4	0	0	2
LINC00963	69	72	264	187	99	341	305	179	129
ENSG00000261334	0	0	0	0	0	0	0	1	0
ENSG00000286078	0	0	0	0	0	0	0	0	0
ENSG00000304586	0	1	2	1	4	1	3	1	4
ENSG00000227619	0	0	0	0	0	0	1	0	0
ENSG00000309427	0	0	0	0	0	0	0	0	0
NTMT1	1063	1007	1094	1648	607	1704	903	589	1295
C9orf50	1	0	3	0	0	2	1	1	3
ENSG00000309409	0	0	1	0	0	1	0	0	0
ASB6	858	803	789	1388	650	1208	1207	644	1258
ENSG00000234789	0	0	0	0	0	0	0	0	0
PRRX2	118	99	212	411	179	281	321	138	169
PRRX2-AS1	0	0	0	0	0	0	0	0	0
PTGES	229	193	187	99	74	165	348	236	259
ENSG00000295529	0	0	0	0	0	1	0	0	0
UBE2V1P4	0	0	0	0	0	0	0	0	0
TOR1B	555	490	683	1042	640	867	880	376	743
ENSG00000298227	15	8	29	10	4	34	21	10	44
TOR1A	1296	1201	1361	2814	2226	2055	3156	1227	2265
C9orf78	1820	1538	1680	3770	3059	2543	3478	1170	2558
USP20	593	539	872	1086	360	1484	981	553	1559
MIR6855	0	0	0	0	0	0	0	0	0
ENSG00000224988	0	0	2	0	0	0	0	0	2
ENSG00000288956	7	6	5	4	1	5	2	0	6
FNBP1	1216	1090	1574	2158	2489	2728	4562	1454	3415
ENSG00000288924	99	84	165	216	457	189	568	128	147
ENSG00000230684	0	0	0	0	0	0	0	0	0
ENSG00000270755	0	0	1	0	3	2	1	1	1
ENSG00000289226	10	8	7	17	11	19	30	7	13
GPR107	2383	2343	3403	4806	3758	5398	5550	2373	5520
GPRACR	0	0	0	0	0	1	0	0	0
NCS1	2363	2106	2015	3720	1135	2499	2609	1596	2530
ENSG00000300266	37	42	70	49	40	69	51	15	28
HMCN2	258	178	1188	452	78	864	248	187	792
RN7SL665P	0	0	2	0	0	0	0	0	0
ASS1	3559	3263	8968	12489	4523	8877	4671	2068	1888
ENSG00000306168	0	1	2	0	3	0	1	0	1
ENSG00000306184	0	0	0	0	0	0	0	0	0
ENSG00000289933	0	0	0	0	0	0	1	0	0
ENSG00000307227	0	0	0	0	0	0	0	0	0
FUBP3	3542	3300	3461	6356	3935	5917	5861	2499	6685
MIR6856	0	0	0	0	0	0	0	0	0
ENSG00000232172	0	0	0	0	0	0	0	1	0
PRDM12	2	4	19	7	7	11	13	4	1
EXOSC2	2186	1990	2395	3795	2528	3794	3466	1663	4155
ENSG00000306514	0	0	1	3	3	1	2	0	1
ABL1	5357	4544	6996	8390	3307	8524	8327	4058	9239
ENSG00000288570	0	0	0	0	0	0	0	0	0
ENSG00000224797	0	0	0	0	0	0	0	0	0
ENSG00000309617	0	0	0	0	0	0	0	0	0
ENSG00000306257	0	0	1	0	0	0	0	0	0
QRFP	0	0	0	0	0	0	0	0	0
FIBCD1	247	188	364	317	134	332	477	263	229
FIBCD1-AS1	0	0	2	0	0	0	1	0	0
LAMC3	1026	745	671	512	185	1106	850	571	1524
ENSG00000302556	0	0	0	0	0	0	0	0	0
ENSG00000252582	0	0	0	0	0	0	0	0	0
AIF1L	6964	7041	6367	9417	5339	7981	17000	7648	15110
NUP214	1897	1441	1947	2718	2775	2736	5042	1477	4944
RNU6-881P	0	0	0	0	0	0	0	0	0
ENSG00000236986	0	0	0	1	0	0	2	0	0
ENSG00000246851	0	0	0	0	0	1	0	0	0
ENSG00000288727	0	0	0	0	0	1	0	0	0
ENSG00000226987	0	0	0	0	0	0	0	0	0
ENSG00000309344	0	0	0	1	0	0	0	0	0
FAM78A	195	189	223	367	178	303	422	211	325
ENSG00000294653	0	0	0	0	0	0	0	0	0
ENSG00000286547	0	0	2	0	0	1	2	0	3
PLPP7	195	169	214	141	56	285	371	312	420
ENSG00000300582	1	0	0	0	0	2	0	0	2
ENSG00000285287	0	0	0	0	0	0	0	0	0
ENSG00000289000	0	1	6	2	1	2	1	1	4
PRRC2B	7200	5446	9056	12755	6937	13235	13564	5963	15006
ENSG00000291303	0	0	0	0	0	0	0	0	0
ENSG00000288841	0	0	0	0	0	0	0	0	0
SNORD62A	4	3	1	9	3	5	0	0	2
SNORD62B	6	6	16	44	14	23	39	8	28
ENSG00000176868	1	0	1	7	1	6	11	2	10
POMT1	760	659	1577	1476	512	1732	1278	688	1453
ENSG00000230289	0	2	7	4	1	0	2	0	3
UCK1	1156	990	1238	1818	670	1615	1483	945	2116
PRRT1B	15	22	48	25	4	12	22	9	20
RAPGEF1	2971	2617	3199	7399	2316	5519	3042	1910	4762
RN7SL328P	0	0	0	0	0	0	0	0	0
ENSG00000303508	0	0	1	4	2	2	0	0	0
EIF4A1P3	0	0	0	0	0	0	0	0	0
ENSG00000212395	0	0	0	0	0	0	0	0	0
ENSG00000302199	15	11	7	7	26	24	38	12	14
ENSG00000236687	0	0	2	0	0	0	3	0	0
MED27	636	677	658	1177	733	1071	1298	581	1053
ENSG00000300382	0	0	0	0	0	0	0	0	0
ENSG00000307955	0	0	0	0	0	0	0	0	0
NTNG2	69	53	84	150	56	196	305	151	249
ENSG00000295851	0	0	0	0	0	0	0	0	0
SETX	2007	1680	2932	3248	3092	4695	4549	1645	7362
ENSG00000303195	3	0	0	0	2	1	0	1	0
ENSG00000303215	0	0	0	0	0	0	0	0	0
TTF1	1004	969	1404	1822	1214	2191	1698	647	2541
CFAP77	23	22	32	55	23	54	68	29	31
RNU5D-2P	0	0	0	0	0	0	0	0	0
ENSG00000303739	0	1	0	0	0	0	2	0	0
BARHL1	0	0	9	1	0	0	0	0	0
DDX31	837	797	864	2180	1110	1656	1548	664	1927
GTF3C4	3388	3104	3844	6043	4173	5886	5593	2294	8125
AK8	21	21	31	35	11	30	29	19	18
ENSG00000224992	2	1	2	3	1	4	4	0	5
ENSG00000310322	0	0	0	0	0	0	1	0	0
SPACA9	60	57	83	83	128	147	345	129	93
TSC1	1189	1065	1625	1920	1777	2387	2544	878	2898
GFI1B	7	4	2	7	8	6	13	5	5
MIR548AW	0	0	0	0	0	0	0	0	0
ENSG00000234907	0	0	0	0	0	0	0	0	0
RNU7-21P	0	0	0	0	0	0	0	0	0
ENSG00000307636	0	0	0	0	0	0	0	0	0
ENSG00000305661	0	0	0	0	0	0	0	0	0
EEF1A1P5	139025	132781	178816	205221	145018	230766	242640	112432	217021
ENSG00000288989	13	8	12	8	9	23	15	8	15
GTF3C5	3436	2847	3109	6630	3219	5158	5347	2535	5251
MIR6877	0	0	1	0	0	0	0	0	2
ENSG00000296375	0	2	1	9	5	10	5	3	9
CEL	37	23	40	92	33	83	62	36	95
ENSG00000290769	0	0	0	3	3	0	2	0	0
CELP	0	0	0	0	0	0	0	0	0
RALGDS	120	81	138	130	105	245	317	171	304
ENSG00000285245	0	0	0	0	0	0	0	0	2
ENSG00000298803	0	0	0	0	0	0	0	0	0
GBGT1	322	321	187	284	107	295	395	299	385
OBP2B	0	0	0	0	0	0	0	0	0
LCN1P1	0	0	2	0	1	1	0	0	0
ABO	12	16	29	24	43	33	117	21	30
LCN1P2	0	0	0	0	0	0	0	0	0
SURF6	1747	1745	1645	4714	2077	2958	2482	1234	3075
MED22	2295	2117	2674	3835	1049	3230	2221	1380	3577
RPL21P81	0	0	0	0	0	0	0	0	0
RPL7A	20087	19575	23745	31895	23605	35929	33893	14213	30630
SNORD24	0	0	0	0	0	0	0	0	0
SNORD36B	0	0	0	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0	0	0	0
SNORD36C	0	0	0	0	0	0	0	0	0
SURF1	942	824	1010	1402	615	1377	1289	936	1283
SURF2	424	464	636	1136	882	851	1079	367	980
SURF4	9537	9320	7577	14976	7393	11063	13664	7475	11455
STKLD1	7	10	7	6	10	23	38	22	17
REXO4	1463	1324	1439	2639	1109	1994	1671	898	2144
ADAMTS13	125	108	320	117	36	422	181	147	400
CACFD1	615	606	929	1312	199	1299	1003	1056	1654
SLC2A6	836	798	470	905	153	741	790	892	1309
ENSG00000296035	0	0	0	0	0	0	0	0	0
MYMK	0	0	1	0	0	0	0	0	0
ADAMTSL2	70	51	192	32	16	91	98	68	123
FAM163B	148	130	175	51	47	152	400	220	150
ENSG00000303903	0	0	1	0	0	1	2	0	3
ENSG00000261018	1	0	0	0	0	0	0	0	0
DBH	13	14	2	2	15	5	104	48	12
DBH-AS1	21	18	29	21	7	90	124	84	191
SARDH	364	348	471	216	175	736	1072	557	960
VAV2	1881	1694	2386	3263	1814	3050	2150	1211	2866
ENSG00000302189	8	6	19	6	0	10	6	5	12
ENSG00000306694	2	2	6	0	1	8	3	2	9
BRD3OS	992	836	750	1079	759	1177	1531	787	1277
BRD3	3390	3020	4684	5262	3579	6071	5914	2629	5923
ENSG00000235138	0	0	0	0	0	0	0	0	0
ARF4P1	0	3	1	22	1	5	16	0	5
WDR5-DT	9	7	8	9	14	9	19	6	15
WDR5	3120	3005	3225	5386	2510	3906	3464	1729	4290
ENSG00000295288	1	0	0	0	0	0	0	1	1
RNU6ATAC	0	0	0	1	0	0	4	0	0
ENSG00000295241	0	0	0	0	0	0	0	0	1
ENSG00000295355	10	6	8	3	1	14	15	6	12
ENSG00000273473	3	1	4	6	2	8	6	3	6
ENSG00000295264	0	0	0	0	0	0	1	0	1
ENSG00000289220	0	0	0	0	0	1	0	0	0
ENSG00000295308	0	0	0	0	0	0	0	0	0
ENSG00000299910	0	0	0	0	0	0	0	0	0
ENSG00000299928	0	0	0	0	0	0	0	0	0
ENSG00000301231	0	0	0	0	0	0	0	0	0
LINC02247	0	0	3	0	0	0	0	0	0
ENSG00000279929	0	0	0	0	0	0	0	0	0
RXRA	1411	1367	2102	2609	991	2258	2411	1478	2953
MIR4669	0	0	0	0	0	0	0	0	0
ENSG00000228877	1	0	0	0	0	0	4	1	3
ENSG00000297129	0	0	0	0	0	0	0	0	0
ENSG00000227150	0	0	0	0	0	0	0	0	0
ENSG00000306512	0	0	0	0	0	0	0	0	0
COL5A1	994	808	1508	1547	905	1926	2455	1054	2559
COL5A1-AS1	0	0	1	2	0	2	2	2	3
ENSG00000286502	0	0	1	1	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0
ENSG00000308035	0	0	0	0	0	0	0	0	0
ENSG00000232355	0	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0
FCN1	0	0	0	0	0	0	0	0	0
ENSG00000236403	0	0	0	0	0	1	2	0	0
ENSG00000298953	0	0	0	0	0	0	0	0	0
ENSG00000298967	0	0	0	0	0	0	0	0	0
ENSG00000299681	0	0	0	0	0	0	0	0	0
ENSG00000279935	0	0	0	0	0	0	0	0	0
OLFM1	1676	1460	3218	3084	2830	3013	6193	2416	4624
ENSG00000307225	0	1	2	2	0	0	0	0	0
ENSG00000227958	1	0	2	0	0	0	5	5	0
ENSG00000233936	1	1	2	0	0	0	0	3	5
ENSG00000303496	0	0	0	0	0	0	0	2	0
LINC02907	0	0	2	0	0	0	0	0	0
ENSG00000309826	1	2	4	0	2	1	2	2	4
ENSG00000235572	0	0	0	0	0	0	0	0	0
ENSG00000296740	2	2	0	1	1	0	2	1	0
ENSG00000296725	0	2	3	12	4	7	5	3	5
ENSG00000298217	0	0	0	0	0	0	0	0	0
PPP1R26-AS1	29	35	58	99	46	68	35	32	61
SOCS5P2	0	0	0	0	0	0	0	0	0
ENSG00000299651	0	0	0	0	0	0	0	0	0
PPP1R26	1367	1139	2493	1790	626	2492	1451	780	2470
PIERCE1	255	249	196	413	352	296	570	197	307
MRPS2	3398	3113	2365	5758	2944	3438	6077	2840	3866
ENSG00000226706	0	0	0	5	1	1	2	0	1
ENSG00000298424	0	0	0	0	0	0	0	0	0
LCN1	0	1	1	0	0	1	5	3	0
ENSG00000296759	0	0	0	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0	0	0	0
PAEP	1	1	1	0	0	0	0	1	1
LINC01502	0	0	0	0	0	0	0	0	0
ENSG00000300457	0	0	0	0	0	0	0	0	0
PAEPP1	0	0	2	0	0	0	2	0	2
ENSG00000290889	0	0	0	0	0	0	0	0	0
ENSG00000236543	0	0	0	0	0	0	0	0	0
GLT6D1	2	1	3	1	2	11	0	1	0
LCN9	1	0	2	0	0	43	1	0	3
ENSG00000308691	0	0	0	0	0	0	0	0	0
ENSG00000294419	0	0	0	0	0	0	0	0	0
SOHLH1	1	1	2	0	0	0	0	0	0
KCNT1	6	3	21	6	0	14	7	2	2
ENSG00000302946	0	0	0	0	0	0	0	0	0
CAMSAP1	1969	1726	3508	3881	2518	4598	4352	1640	6034
CAMSAP1-DT	42	34	65	66	43	94	104	57	84
ENSG00000304450	0	0	0	0	0	0	0	0	0
UBAC1	1646	1525	2031	2877	1746	2895	2879	1157	2662
ENSG00000297301	0	0	0	0	0	0	0	0	0
ENSG00000309851	0	0	0	0	0	0	0	0	0
NACC2	757	683	866	1293	308	783	717	496	806
ENSG00000306375	0	0	0	0	0	0	0	0	0
LINC02846	11	15	20	22	5	20	9	13	19
TMEM250	1387	1389	1814	2910	512	2116	1885	1520	2560
ENSG00000275329	13	10	50	48	17	56	50	24	45
ENSG00000305829	0	0	1	2	0	2	1	1	0
ENSG00000303985	0	0	0	0	0	0	2	0	0
LHX3	0	0	0	5	1	0	0	0	0
QSOX2	1461	1329	1783	2540	1245	3328	2606	1268	2906
ENSG00000299478	0	0	1	0	0	1	2	0	0
CCDC187	4	1	7	6	0	9	5	4	17
ENSG00000279813	0	0	1	0	0	0	2	0	2
ENSG00000283769	0	0	0	0	0	0	0	0	0
ENSG00000306667	1	0	1	0	0	0	3	0	1
DKFZP434A062	3	0	8	3	0	2	1	2	1
GPSM1	631	483	885	490	164	660	654	466	947
DNLZ	7	3	15	6	4	17	3	6	17
ENSG00000289701	0	0	0	0	0	0	0	0	2
ENSG00000300558	6	5	4	24	3	7	9	7	8
CARD9	2	2	5	1	1	6	1	0	5
SNAPC4	715	551	829	1045	331	1189	714	476	1708
ENTR1	2201	2121	2421	3784	1817	3429	3206	1700	3550
PMPCA	2832	2702	2281	3616	1623	3954	3666	2039	4799
INPP5E	538	506	709	890	388	997	1028	594	938
SEC16A	2588	1804	3004	4291	2197	5111	4387	1875	5750
C9orf163	12	15	8	11	1	16	6	5	15
NOTCH1	2747	1731	3521	2889	1363	4471	4473	2696	5310
MIR4673	0	0	0	0	0	0	0	0	0
ENSG00000227512	0	0	0	0	0	0	0	0	0
NALT1	51	43	284	79	38	329	80	64	132
MIR4674	0	0	0	0	0	0	0	0	1
ENSG00000297687	3	4	10	2	0	0	4	1	0
ENSG00000303889	7	15	13	1	0	4	19	6	5
LINC01451	0	1	0	0	0	0	0	0	0
ENSG00000303931	0	0	0	0	0	0	0	0	0
ENSG00000305617	1	1	2	0	1	2	2	2	1
ENSG00000305632	0	0	0	0	0	0	0	0	0
ENSG00000305600	0	0	0	0	0	0	0	0	0
LNCEGFL7OS	0	0	0	0	1	0	0	0	0
EGFL7	1194	1035	1323	2097	324	1781	1712	1577	1342
MIR126	0	0	0	0	0	0	0	0	1
AGPAT2	1224	1020	859	1983	482	1494	1374	1112	1448
ENSG00000301427	0	0	0	0	0	1	0	0	0
ENSG00000301382	2	1	3	2	1	0	3	0	3
ENSG00000301452	0	0	0	0	0	0	0	0	0
ENSG00000301408	0	0	0	0	0	0	0	0	0
DIPK1B	1445	1242	1184	2461	1289	2130	2965	1685	2375
SNHG7	628	504	897	834	331	829	750	530	1009
SNORA17B	0	0	0	0	0	0	0	0	0
SNORA17A	0	0	0	0	0	0	0	0	0
ENSG00000281808	0	0	0	0	0	0	0	0	0
ENSG00000274356	0	0	0	0	0	0	0	0	0
LCN10	2	3	4	0	0	0	0	0	2
ENSG00000204003	0	0	0	0	0	0	0	0	0
LCN6	0	0	0	0	0	0	0	0	0
ENSG00000299551	0	0	0	0	0	0	0	1	0
MIR6722	0	0	0	0	0	0	0	0	0
LCN8	0	1	0	0	1	0	0	0	0
LCN15	8	4	10	11	1	9	11	5	12
ATP6V1G1P3	2	0	0	0	0	2	3	0	0
TMEM141	472	430	760	888	50	909	249	324	561
ENSG00000272896	0	1	0	0	0	0	1	2	1
CCDC183	21	5	37	8	8	35	26	15	47
ENSG00000273066	18	14	45	12	24	35	33	6	44
ENSG00000272679	0	0	0	0	0	0	0	0	0
CCDC183-AS1	7	5	14	55	23	54	21	14	67
RABL6	3963	3616	3606	6310	2110	6209	5033	3039	7331
NCLP1	0	0	1	14	2	0	9	2	0
MIR4292	22	16	22	15	6	46	9	6	76
AJM1	19	14	28	33	3	31	27	29	58
ENSG00000288873	10	11	23	25	8	16	35	21	38
PHPT1	1114	1027	1209	2484	1090	1826	3445	2193	2363
MAMDC4	111	74	266	158	50	332	155	119	321
EDF1	2834	2521	4755	7406	3957	8231	7652	2564	7497
TRAF2	1083	965	1282	1582	406	1436	869	731	1661
ENSG00000305683	0	1	4	1	0	3	4	1	0
MIR4479	2	0	0	0	0	0	0	1	2
ENSG00000213590	0	0	1	1	3	0	2	0	1
ENSG00000260190	2	2	4	4	0	1	2	0	8
FBXW5	1569	1349	1659	2862	607	2431	1805	1284	2448
C8G	3	3	10	6	4	11	1	1	8
LCN12	5	2	7	7	4	28	13	6	11
ENSG00000297111	0	0	0	0	0	0	0	0	0
LINC02692	0	0	1	0	0	0	0	0	0
PTGDS	3	3	3	3	4	9	9	4	10
ENSG00000284341	0	0	0	0	0	0	0	0	0
LCNL1	3	3	10	2	1	22	10	6	9
PAXX	451	438	658	762	136	898	643	545	1041
CLIC3	3	3	2	1	0	0	0	0	1
ENSG00000302952	0	0	0	0	0	0	0	0	0
ABCA2	848	627	1065	1097	618	1967	2128	1114	1929
LINC02908	0	0	5	0	0	8	0	1	1
FUT7	0	0	2	0	0	0	0	0	0
ENSG00000279073	0	0	0	0	0	0	0	0	0
NPDC1	667	605	829	1012	176	1364	545	680	995
ENTPD2	140	125	204	181	40	238	38	24	31
ENSG00000236394	0	0	0	0	0	0	0	0	0
ENSG00000229257	0	0	0	1	0	5	0	0	1
ENSG00000304611	0	0	0	0	0	0	0	0	0
SAPCD2	1790	1594	1329	4509	1789	2434	1529	1205	2298
ENSG00000231864	0	0	1	4	0	1	0	0	2
ENSG00000308017	0	0	0	1	0	1	0	0	1
ENSG00000308002	1	0	1	1	0	1	4	2	1
UAP1L1	340	303	256	1757	372	744	205	174	175
MAN1B1-DT	25	15	16	33	32	50	63	33	32
MAN1B1	1376	1275	1678	2895	1085	3169	2254	1367	2565
SNORD62	0	0	0	0	0	0	0	0	0
DPP7	326	283	471	313	106	285	218	166	240
ENSG00000299654	111	98	74	180	242	170	309	85	131
GRIN1	47	44	47	29	6	35	0	3	3
LRRC26	2	1	0	38	0	2	0	1	0
ENSG00000261793	0	0	0	0	0	0	0	0	0
MIR3621	0	0	0	0	0	0	0	0	0
TMEM210	0	0	1	0	0	0	1	0	0
ANAPC2	676	584	719	1384	324	1469	674	500	2127
SSNA1	1480	1317	1298	3084	803	2025	2030	1241	2137
TPRN	547	529	618	1429	350	855	663	449	1073
TMEM203	1369	1275	1025	2065	804	1777	1815	1097	1986
NDOR1	917	759	886	1526	332	1601	782	538	1553
ENSG00000284976	0	0	0	0	0	0	0	0	0
RNF208	226	197	136	469	82	225	216	182	196
ENSG00000300379	12	7	11	17	1	21	4	9	10
ENSG00000302646	2	3	14	8	11	21	18	32	33
CYSRT1	24	25	28	45	16	54	44	26	47
RNF224	5	7	6	7	1	2	2	3	4
SLC34A3	2	1	2	2	2	4	0	2	4
TUBB4B	12664	11831	8836	19770	8031	13390	18421	11655	20207
CIMIP2A	0	1	1	4	1	3	6	0	9
ENSG00000304822	0	0	0	0	0	0	0	0	0
STPG3-AS1	5	9	37	14	12	87	23	18	27
STPG3	0	1	3	2	0	1	1	0	0
NELFB	3006	2579	2840	4013	1198	4961	4276	2647	4867
ENSG00000308289	0	0	0	0	0	0	0	0	0
ENSG00000303839	0	0	0	0	0	0	1	0	0
ENSG00000303886	0	0	0	0	0	0	0	0	0
TOR4A	195	158	215	146	38	159	200	160	303
ENSG00000270259	0	0	0	0	0	0	0	0	1
ENSG00000260996	0	0	5	2	2	1	3	2	6
ENSG00000288234	3	1	12	8	8	23	11	6	43
ENSG00000303864	0	0	2	4	4	2	0	0	16
NRARP	741	661	1013	2359	1610	1528	3241	938	1912
EXD3	207	133	390	258	118	389	237	192	264
NOXA1	33	21	110	23	7	63	44	24	59
ENTPD8	5	7	46	22	3	22	3	2	12
NSMF	2869	2728	2343	3252	1766	4484	5085	2749	4623
MIR7114	0	0	0	0	0	0	0	0	0
PNPLA7	23	15	22	31	21	34	30	25	54
MRPL41	910	664	486	1452	732	756	1477	832	692
DPH7	818	833	1062	1416	663	1495	1188	587	1606
ZMYND19	870	864	1448	1687	960	2056	1807	754	1865
ARRDC1	444	379	508	650	150	621	457	428	523
ENSG00000283411	0	0	0	0	0	0	0	0	0
ARRDC1-AS1	819	806	819	909	524	1176	1479	632	980
EHMT1	4354	3519	4493	5720	2609	4951	4563	2143	7367
SETP5	0	0	0	0	0	0	0	0	0
ENSG00000293104	0	0	0	1	0	0	0	0	1
ENSG00000255585	0	0	0	0	0	0	0	0	0
MIR602	0	0	0	0	0	0	0	0	0
ENSG00000203987	0	0	0	1	0	6	1	1	0
CACNA1B	372	272	580	528	287	941	824	435	1294
ENSG00000297467	0	0	0	0	0	0	0	0	0
