""	WT_P62	Y2_P37_28	YT2_P37_7_17
ENSG00000300416	1	0	0
COL13A1	850	396	251
ENSG00000298084	0	0	0
LINC02636	1	2	4
MACROH2A2	2364	7166	4539
AIFM2	159	425	515
TYSND1	754	1303	1281
ENSG00000295131	3	6	3
SAR1A	3397	5370	5700
CALM2P2	76	102	142
RPS25P9	0	0	0
PPA1	2281	4800	4133
ENSG00000294344	0	0	1
NPFFR1	15	6	9
LRRC20	1016	1825	1852
CEP57L1P1	32	69	37
EIF4EBP2	10010	22527	19635
NODAL	38	497	19
ENSG00000280401	10	14	21
ENSG00000299777	0	1	0
PALD1	1222	2847	2365
YY1P1	0	0	0
PRF1	0	8	3
ADAMTS14	172	235	170
TBATA	3	0	0
RPS26P40	0	0	0
SGPL1	3332	5547	4022
PCBD1	853	1261	1038
LINC02622	0	0	0
ENSG00000285300	0	0	0
ENSG00000289739	0	0	0
ENSG00000306492	0	0	0
UNC5B	2575	4977	5177
UNC5B-AS1	12	16	8
ENSG00000307435	0	0	1
ENSG00000298105	4	0	0
SLC29A3	733	829	1135
ENSG00000289607	0	0	0
ENSG00000279406	17	18	39
CDH23	531	956	763
ENSG00000301241	0	0	0
CDH23-AS1	0	0	0
ENSG00000289362	0	10	5
ENSG00000306509	0	2	0
ENSG00000300551	0	0	0
C10orf105	350	108	392
VSIR	28	45	45
ENSG00000306531	0	0	0
MIR7152	0	1	0
PSAP	25734	36899	31316
ENSG00000309502	0	0	0
RNU7-38P	0	0	0
ENSG00000230526	1	1	4
ENSG00000297383	3	5	6
ENSG00000289592	0	0	1
CHST3	489	781	781
ENSG00000272988	0	0	0
SPOCK2	191	654	185
ENSG00000306687	0	0	0
ASCC1	1449	2034	1440
ENSG00000200294	0	0	0
RPL15P14	0	0	0
ANAPC16	2437	3289	2745
ENSG00000296811	1	0	0
DDIT4-AS1	15	22	2
ENSG00000296320	3	11	0
DDIT4	12076	22932	2662
ENSG00000297781	0	0	0
ENSG00000297806	0	0	0
ENSG00000297830	0	3	0
DNAJB12	966	1193	1480
MICU1	1699	3070	3007
RNU6-805P	0	0	0
ENSG00000282915	2	1	2
SNX19P4	0	0	0
ENSG00000226163	0	0	0
COX7CP4	0	0	0
RN7SL840P	0	0	0
HMGN2P34	0	0	0
ENSG00000238215	0	0	0
MCU	1956	3272	2675
MIR4676	0	0	0
ENSG00000280166	2	0	0
ENSG00000279502	0	0	1
ENSG00000272627	0	2	0
OIT3	1	1	0
NPM1P24	439	718	667
PLA2G12B	0	3	2
RPL17P50	3	15	9
P4HA1	2410	4718	1710
ENSG00000232646	0	0	0
ENSG00000237768	0	2	1
ENSG00000272630	4	7	11
NUDT13	109	153	89
ENSG00000272599	52	91	93
SNORA11F	12	18	27
ECD	1960	3047	3117
FAM149B1	993	1466	1196
DNAJC9	1686	2649	3263
EIF4A2P2	0	1	3
ENSG00000310418	36	38	29
DNAJC9-AS1	78	147	122
ENSG00000288559	58	198	195
MRPS16	3006	5070	5513
CFAP70	46	44	35
RNU6-833P	0	0	0
ENSG00000233144	0	4	4
ANXA7	2854	4486	3876
RPL26P6	44	48	42
MSS51	43	67	40
PPP3CB	1715	2257	2448
PPP3CB-AS1	32	15	24
USP54	2128	2933	3719
RNU6-883P	0	2	1
RPS26P41	0	0	0
ENSG00000300743	0	0	0
ENSG00000268584	10	15	20
ENSG00000272791	4	7	8
MYOZ1	379	261	114
SYNPO2L	3	6	1
SYNPO2L-AS1	8	24	22
AGAP5	3	4	10
BMS1P4-AGAP5	0	0	0
ENSG00000298969	0	1	0
BMS1P4	16	22	32
ENSG00000272140	36	40	44
RNA5SP320	0	0	0
ENSG00000290737	16	23	17
ENSG00000291043	43	57	91
GLUD1P3	0	0	0
DUSP8P5	17	39	31
ENSG00000270808	0	1	1
ENSG00000279088	151	217	129
ENSG00000288823	95	162	114
SEC24C	3244	6142	7887
ENSG00000279689	17	1	22
ENSG00000299019	0	0	0
FUT11	359	804	604
CHCHD1	797	1141	1131
ZSWIM8	955	1859	2289
ENSG00000280238	0	0	0
ZSWIM8-AS1	1	4	1
ENSG00000272916	7	3	6
NDST2	2	16	4
CAMK2G	1823	2350	2905
CAMK2G-AS1	0	2	0
ENSG00000229990	0	0	0
ENSG00000297271	0	0	0
ENSG00000297292	0	0	0
C10orf55	16	9	4
PLAU	2339	1341	561
VCL	19741	21489	24817
ENSG00000225761	2	1	0
AP3M1	2352	3761	4209
ADK	1246	1769	1867
TIMM9P1	0	0	0
RPSAP6	2	0	0
RAB5CP1	0	0	0
ENSG00000232342	0	0	0
MRPL35P3	2	2	0
NDUFA8P1	0	0	0
POLR3DP1	0	0	0
ENSG00000305219	0	0	0
FAM32CP	0	0	0
ENSG00000272748	1	1	2
KAT6B	1551	1585	2157
ENSG00000234149	0	0	0
ENSG00000227186	0	0	0
ENSG00000301167	0	0	0
DUSP29	0	0	0
ENSG00000285810	0	0	1
PPIAP13	1	1	2
DUSP13B	3	1	0
DUSP13A	2	2	0
SAMD8	1445	2516	1833
RPS26P42	0	0	0
ENSG00000296693	4	2	4
VDAC2	1442	2025	1747
COMTD1	151	237	199
ZNF503-AS1	0	2	0
RPL39P25	0	0	0
ENSG00000270087	0	0	0
HMGA1P5	0	0	0
ENSG00000223428	0	0	0
SPA17P1	0	0	0
ENSG00000297120	0	0	0
ZNF503	20	18	6
ZNF503-AS2	3	2	0
ENSG00000273248	0	1	0
ENSG00000272692	0	3	0
ENSG00000236842	0	0	0
LRMDA	5	6	19
ENSG00000279814	0	0	0
MIR606	0	0	0
ENSG00000301027	0	0	0
ENSG00000286715	0	0	0
ENSG00000268659	0	0	0
ENSG00000228280	0	0	0
ENSG00000309016	0	0	0
RN7SL518P	0	0	0
RNU6-673P	0	0	0
ENSG00000278992	0	0	0
ENSG00000304285	1	0	0
ENSG00000230575	0	0	0
ENSG00000269256	0	0	0
ENSG00000300963	0	0	0
ENSG00000252888	0	0	0
ATP5MC1P8	0	0	0
KCNMA1	195	251	266
KCNMA1-AS1	0	0	0
ENSG00000306713	0	0	0
KCNMA1-AS2	0	0	0
ENSG00000224500	0	0	0
ENSG00000296160	0	0	0
KCNMA1-AS3	0	0	0
ENSG00000295562	0	0	0
COX6CP15	0	0	0
ENSG00000306833	0	0	0
RNA5SP321	0	0	0
ENSG00000293869	0	0	0
ENSG00000309311	1	1	1
ENSG00000213514	180	225	351
ENSG00000277981	0	0	0
RNU6-1266P	0	0	0
IMPDH1P5	7	16	9
ENSG00000228748	0	1	3
DLG5	3977	5125	7304
ENSG00000204049	0	0	0
ENSG00000309676	0	0	0
RN7SL284P	0	0	0
DLG5-AS1	44	68	91
POLR3A	2607	4254	4799
H2AZP5	2	1	0
RPS24	24502	39589	29972
GNAI2P2	0	0	0
ENSG00000305626	0	0	0
ENSG00000294914	0	0	0
ENSG00000283096	0	0	0
LINC00595	17	15	33
ENSG00000288090	0	0	0
ENSG00000229543	0	0	0
ENSG00000230229	0	0	0
SNORA71	0	0	0
ENSG00000298230	0	1	0
ENSG00000301651	0	0	0
ENSG00000282952	0	0	0
ENSG00000228683	0	1	0
ENSG00000299548	0	0	0
ENSG00000295998	0	0	0
ZMIZ1-AS1	10	11	2
ENSG00000229569	0	0	0
ENSG00000309082	0	0	0
ZMIZ1	3282	4252	6519
ENSG00000294199	0	0	0
PPIF	2269	3672	4398
ZCCHC24	677	1169	1274
ENSG00000235426	1	0	0
ENSG00000308609	2	7	2
ENSG00000305965	3	6	1
TPRX1P1	0	0	0
ENSG00000293221	0	0	1
ENSG00000235705	0	0	0
EIF5AL1	2401	4591	4628
ENSG00000271985	0	0	0
RPS12P18	0	0	0
SFTPA2	5	1	0
MBL3P	1	1	1
ENSG00000295647	0	1	0
SFTPA3P	0	0	0
SFTPA1	0	2	0
LINC02679	0	0	0
ENSG00000244733	1	2	3
NUTM2B-AS1	515	766	877
ENSG00000272489	0	0	0
ENSG00000280355	83	82	82
BEND3P3	0	0	0
ENSG00000224886	31	14	24
NUTM2B	13	15	16
ENSG00000304961	57	59	67
ENSG00000272447	37	33	52
NUTM2E	25	32	58
NPAP1P2	0	0	0
ENSG00000303121	0	0	0
CTSLP6	0	0	0
PGGT1BP2	51	83	76
ENSG00000283913	13	31	17
BMS1P21	0	0	0
MBL1P	5	6	3
ENSG00000306430	0	0	0
SFTPD	20	19	10
SFTPD-AS1	2	3	7
ZNRF2P3	0	0	0
DPY19L2P5	0	0	0
ENSG00000229616	0	0	0
C1DP3	0	0	0
ENSG00000304425	0	0	0
C1DP2	0	0	0
TMEM254-AS1	182	173	151
C1DP4	0	0	0
ENSG00000282432	0	0	0
TMEM254	953	1189	1171
ENSG00000279399	0	0	0
RPL22P18	0	0	0
PLAC9	50	32	20
ANXA11	2523	2527	1916
ENSG00000306666	0	0	0
LINC00857	4	3	1
RPS12P2	0	0	0
ENSG00000306646	0	0	0
ENSG00000234382	0	0	0
ENSG00000302671	0	0	0
EIF5AP4	88	179	135
ENSG00000279359	0	0	0
MAT1A	247	65	97
ZNF519P1	0	0	0
ENSG00000235858	0	0	0
DYDC1	7	5	8
DYDC2	140	135	135
ENSG00000304433	0	0	0
PRXL2A	2706	4249	5077
TSPAN14	2341	4152	5203
TSPAN14-AS1	0	0	0
SH2D4B	1	0	8
ENSG00000298970	0	0	0
LINC02655	0	0	0
ENSG00000299014	0	0	0
RPS7P9	0	0	0
ENSG00000233703	0	0	0
FARSBP1	0	0	0
WARS2P1	0	0	0
ENSG00000296213	0	0	0
RPA2P2	0	0	0
ENSG00000287358	3	7	13
ENSG00000306889	0	0	0
NRG3	130	451	370
ENSG00000298998	0	0	0
ENSG00000285739	0	0	0
NRG3-AS1	0	0	0
RNU6-441P	0	0	0
ENSG00000300011	0	0	0
ENSG00000288918	4	8	11
RNU6-478P	0	0	0
ENSG00000303943	0	0	0
MARK2P15	0	0	0
ENSG00000309992	0	0	0
ENSG00000310011	0	0	0
ENSG00000310030	0	0	0
LINC02650	0	0	0
ENSG00000286876	0	1	0
ENSG00000223565	0	0	0
RNU6-129P	0	0	0
ENSG00000302732	0	0	0
ENSG00000296548	0	0	0
ENSG00000233258	0	0	0
RNU1-65P	0	0	0
ENSG00000305475	0	0	0
ENSG00000305492	0	0	0
HMGN2P8	0	0	0
ENSG00000271933	3	1	0
GHITM	4466	9468	9220
CERNA2	0	0	0
GPR15LG	1	0	0
CDHR1	713	1021	1013
LRIT2	0	0	0
RGR	0	0	0
LRIT1	2	8	3
ENSG00000310346	0	0	0
LINC00858	66	83	102
ENSG00000306380	0	0	0
CCSER2	1124	1745	1852
RPL12P29	0	0	0
TNPO1P1	1	0	1
ENSG00000293826	0	0	0
CACYBPP1	0	0	0
ENSG00000307522	0	0	0
RPS3AP5	74	103	60
ENSG00000294917	0	3	1
ENSG00000296397	129	0	0
ENSG00000308194	0	0	0
ENSG00000307933	0	0	0
ENSG00000288218	0	0	0
LINC01519	0	0	0
ENSG00000287057	0	0	0
LINC02647	0	0	0
ENSG00000299788	0	0	0
ENSG00000224504	0	0	0
LINC01520	0	0	0
ENSG00000279910	0	0	0
RNU6-325P	0	0	0
ENSG00000280134	0	0	1
ENSG00000309543	0	0	0
GRID1-AS1	0	0	0
GRID1	57	97	83
ENSG00000278333	0	0	0
ENSG00000270002	0	0	0
RN7SKP238	0	0	0
ENSG00000236606	0	0	0
RNA5SP322	0	0	0
MIR346	0	0	0
ENSG00000287475	3	5	0
ENSG00000286359	1	0	0
WAPL	3907	6025	6218
RNU6-780P	0	0	0
ENSG00000309103	1	0	0
ENSG00000304757	0	1	5
WAPL-DT	43	67	58
ENSG00000304778	0	0	0
RPL7AP8	0	0	0
ENSG00000293748	0	0	0
OPN4	0	0	0
ENSG00000289258	0	0	0
LDB3	41	27	33
ENSG00000272631	48	72	56
BMPR1A	3450	6788	4880
RPAP2P1	1	0	0
RNU1-19P	1	0	0
MMRN2	76	93	149
ENSG00000281974	0	0	2
SNCG	278	518	810
ADIRF-AS1	136	107	101
ADIRF	9	7	13
ENSG00000293605	0	0	0
ENSG00000273413	0	0	0
ENSG00000151303	18	11	21
BMS1P3	0	0	0
AGAP11	0	0	0
ENSG00000229969	0	0	0
FAM25A	0	0	0
ENSG00000271573	0	0	0
RNU6-529P	0	0	0
GLUD1	4853	8973	8002
SHLD2	1377	1906	1955
ENSG00000237280	2	3	0
RN7SL733P	0	0	0
NUTM2A-AS1	774	1192	1289
ENSG00000287077	21	25	39
ENSG00000285257	0	0	0
NUTM2A	36	27	64
ENSG00000296924	0	0	0
LINC00863	149	140	283
NUTM2D	79	102	172
NPAP1P3	0	0	0
ENSG00000306616	0	0	0
FAM245A	1	0	0
CTSLP1	0	0	0
ENSG00000231569	0	0	0
ENSG00000305816	2	5	4
ENSG00000286445	9	7	6
MIR4678	0	0	0
MINPP1	1021	1463	1670
ENSG00000223761	0	0	0
ENSG00000225913	12	5	4
ENSG00000196566	40	36	39
RPS26P38	0	0	0
PAPSS2	904	2050	1680
ATAD1	2052	4032	3136
CFL1P1	50	66	21
RN7SL78P	0	0	0
KLLN	27	46	34
PTEN	1584	2501	2223
MLDHR	0	0	0
RPL11P3	5	11	4
ENSG00000297977	3	4	1
ENSG00000200891	0	0	0
MED6P1	0	0	0
ENSG00000288875	0	0	0
ENSG00000298032	0	0	0
ENSG00000275015	0	0	0
RNLS	231	286	419
ENSG00000306542	0	0	0
ENSG00000293705	0	0	0
ENSG00000289952	27	27	64
LIPJ	1	1	1
RPL7P34	0	0	0
LIPF	0	0	0
NAPGP1	0	0	0
LIPK	1	0	0
KRT8P38	1	0	0
LIPN	0	0	0
RCBTB2P1	0	0	0
LIPM	0	0	0
ANKRD22	10	0	0
PTCD2P2	0	0	0
ENSG00000296045	0	1	0
STAMBPL1	196	354	393
ACTA2-AS1	0	0	6
ACTA2	145	168	164
FAS	438	309	243
ENSG00000286116	7	13	7
ENSG00000275693	0	0	0
ENSG00000307973	0	0	0
MIR4679-2	0	0	0
MIR4679-1	0	0	0
ENSG00000301786	0	0	0
ENSG00000301799	0	0	0
ENSG00000233292	0	1	0
ENSG00000300343	0	0	0
CH25H	42	20	1
LIPA	930	1230	1033
ENSG00000232110	0	1	0
IFIT2	0	3	2
IFIT3	18	13	23
IFIT6P	0	0	0
IFIT1B	0	0	0
IFIT1	163	195	214
ENSG00000299483	0	0	0
IFIT5	181	374	318
SLC16A12	212	643	93
SLC16A12-AS1	0	0	0
PANK1	1115	1578	2647
MIR107	0	0	0
ENSG00000235100	120	140	106
PANK1-AS1	48	56	41
KIF20B	4094	6006	8246
MTND5P42	0	4	6
ENSG00000309572	0	0	0
LINC00865	1	7	0
MARK2P16	0	1	0
LINC01375	0	0	0
SNRPD2P1	0	0	0
ENSG00000287150	10	13	3
RN7SKP143	0	0	0
ENSG00000297645	34	3	0
ENSG00000297655	5	0	0
ENSG00000297689	5	5	1
ENSG00000294273	0	0	0
LINC02653	14	1	0
ENSG00000224750	0	0	0
ENSG00000238291	0	0	0
ENSG00000283053	0	0	0
HTR7	95	176	509
ENSG00000289580	1	0	1
ENSG00000306051	0	0	1
ENSG00000298380	0	2	5
RPP30	1386	2024	2332
ANKRD1	14	1	0
RNU6-740P	0	0	0
ENSG00000310012	0	0	0
ENSG00000225519	0	0	0
ENSG00000273124	0	0	0
LINC00502	0	0	0
DDX18P6	2	3	3
NUDT9P1	5	2	2
ENSG00000286981	0	0	0
PCGF5	232	362	467
ENSG00000294447	0	0	0
HECTD2-AS1	2	0	1
HECTD2	536	955	1855
ENSG00000271385	0	0	0
RPS27P1	0	0	0
ENSG00000309067	2	5	5
PPP1R3C	150	285	196
GAPDHP28	0	0	0
FAF2P1	0	1	0
ENSG00000307213	0	0	0
TNKS2-DT	27	33	34
TNKS2	5887	6771	7804
SRP9P1	1604	3901	5534
ENSG00000302365	19	15	14
ENSG00000302386	1	1	0
ENSG00000273497	0	0	0
FGFBP3	4437	3587	5073
ENSG00000272817	16	21	36
BTAF1	3321	4349	4277
CPEB3	92	178	137
ENSG00000252993	0	0	0
ENSG00000304609	0	0	0
SDHCP2	29	64	131
EIF4A1P8	0	0	0
ENSG00000221042	0	0	0
NHP2P1	429	948	909
ENSG00000301426	0	0	0
MARCHF5	929	2172	2038
RNY3P12	0	0	0
ENSG00000304764	0	5	2
MARK2P9	1	1	0
ENSG00000301374	0	0	1
ENSG00000286795	0	1	0
IDE	2094	4844	6412
KIF11	4741	7447	10760
RPL11P4	0	0	0
RN7SL644P	0	1	0
EIF2S2P3	260	407	224
HHEX	123	182	24
ENSG00000297703	0	0	0
ENSG00000302698	0	1	0
EXOC6	335	590	729
ENSG00000307727	0	0	0
ENSG00000225118	0	0	0
CYP26C1-DT	36	3	0
CYP26C1	326	17	0
ENSG00000285846	1	1	0
ENSG00000304168	65	0	1
ENSG00000279607	98	7	2
CYP26A1	2823	204	199
NIP7P1	0	0	0
ENSG00000296225	5	1	1
XRCC6P1	3	7	2
ENSG00000297060	84	23	8
RPL17P34	0	0	0
MYOF	769	170	96
CEP55	1456	2122	2216
RNA5SP323	0	0	0
FFAR4	9	2	3
RBP4	7	23	19
PDE6C	0	2	0
FRA10AC1	750	1345	985
ENSG00000303320	25	3	3
LGI1	284	11	5
ENSG00000280660	8	0	0
ENSG00000280485	0	0	0
ENSG00000295085	0	0	0
ENSG00000306483	0	0	0
RAB11AP1	0	0	0
SLC35G1	485	633	708
ENSG00000293162	0	1	0
PIPSL	0	0	0
ENSG00000298616	1	1	3
PLCE1	18	34	36
PLCE1-AS2	0	0	0
ENSG00000298122	0	0	0
HDAC1P1	0	1	0
RNU6-657P	0	0	0
ENSG00000228553	0	0	0
PLCE1-AS1	0	0	0
ENSG00000273450	2	0	2
NOC3L	1537	2082	1825
TBC1D12	224	243	239
HELLS	3888	6056	5708
ENSG00000244332	2	8	7
CTBP2P2	0	0	0
CYP2C18	1	2	2
ENSG00000276490	0	0	0
CYP2C19	3	0	0
MTND4P19	0	0	0
CYP2C58P	0	0	0
RPL7AP52	0	0	0
CYP2C9	1	2	1
MTND4P20	0	0	0
ENSG00000303732	0	0	0
CYP2C59P	0	0	0
CYP2C60P	0	1	0
ENSG00000237885	0	0	0
CYP2C8	4	2	0
ENSG00000231829	2	0	0
ENSG00000234026	21	5	0
ENSG00000274691	0	0	0
PAWRP1	0	0	0
ACSM6	10	2	0
PDLIM1	5570	3300	1289
ENSG00000302434	2	0	1
ENSG00000302444	0	1	0
SORBS1	1596	1805	1424
RPS3AP36	0	0	0
ALDH18A1	6196	8748	9693
TCTN3	1813	2726	2677
ENTPD1	431	336	371
ENTPD1-AS1	1135	1958	1875
ENSG00000240527	0	0	0
ENSG00000270099	0	0	0
CC2D2B	22	31	11
RPL21P90	0	0	0
CCNJ	1659	3077	3172
MIR3157	0	0	0
ENSG00000303273	0	0	0
RNU6-271P	0	0	0
ENSG00000287009	19	19	14
ZNF518A	2604	3517	3022
BLNK	1	3	3
NPM1P25	0	0	0
ENSG00000308142	0	0	0
ENSG00000296772	0	0	0
ENSG00000229418	0	0	0
ENSG00000300684	0	0	0
DNTT	4	3	1
OPALIN	17	48	13
TLL2	427	945	633
ENSG00000310117	0	0	0
TM9SF3	5685	10232	9564
NPM1P26	1	4	2
ENSG00000309561	0	0	0
PIK3AP1	93	202	461
ENSG00000305121	0	0	0
RNA5SP324	0	0	0
RPS2P36	0	0	0
ENSG00000297649	0	1	0
RNU6-1274P	0	0	0
RPL13AP5	7919	10200	8331
MIR607	0	0	0
LCOR	1658	2187	2536
HMGN2P35	0	0	0
SLIT1	221	195	112
SLIT1-AS1	0	0	0
ENSG00000296571	3	0	0
ARHGAP19-SLIT1	1	3	0
ENSG00000286683	1	0	0
ARHGAP19	2651	4014	3374
ENSG00000231398	0	0	0
ENSG00000308526	1	0	0
RPL12P27	0	0	0
FRAT1	232	193	115
FRAT2	2794	1602	1368
ENSG00000225850	55	102	37
RRP12	1806	3031	3584
RPL34P20	0	0	0
ENSG00000231970	0	0	0
PGAM1	11914	18390	14277
EXOSC1	1194	1590	1410
ZDHHC16	1190	1810	2115
MMS19	4684	7508	6925
UBTD1	602	1070	686
ANKRD2	3	0	0
HOGA1	24	6	37
ENSG00000249967	0	0	0
C10orf62	0	0	0
MORN4	1042	1612	1193
PI4K2A	894	1902	2315
AVPI1	369	288	249
ENSG00000304388	0	0	0
MARVELD1	1542	2227	2543
ZFYVE27	671	1079	1028
SFRP5	212	117	39
GOLGA7B-DT	2	0	0
GOLGA7B	14	7	8
CRTAC1	60	175	115
ENSG00000278752	0	0	0
R3HCC1L	1017	1196	1264
LOXL4	31	45	54
ENSG00000230928	0	0	0
ENSG00000303335	3	0	5
ENSG00000295265	0	0	0
ENSG00000306073	0	4	3
PYROXD2	132	153	133
MIR1287	0	0	0
HPS1	798	791	778
ENSG00000289758	0	0	0
MIR4685	1	1	2
HPS1-AS1	14	14	30
HPSE2	96	13	17
MIR6507	0	0	0
ARL5AP2	0	0	0
RPL7P36	0	0	0
ENSG00000306511	0	0	0
ENSG00000303594	9	0	0
CNNM1	112	176	232
GOT1	3147	5202	3690
GOT1-DT	81	197	91
ENSG00000304797	0	0	0
ENSG00000228778	0	0	0
LINC01475	0	0	0
NKX2-3	0	0	0
ENSG00000229278	0	1	1
SLC25A28	418	636	547
SLC25A28-DT	4	5	1
ENSG00000285932	0	0	0
ENTPD7	479	571	891
EBAG9P1	2	1	4
CUTC	1099	1088	765
COX15	1080	1726	1526
ABCC2	21	43	29
NANOGP6	0	0	0
ENSG00000295976	0	0	2
DNMBP	3255	2775	2394
DNMBP-AS1	0	1	0
ENSG00000310301	0	0	0
CPN1	9	0	0
ENSG00000305032	0	0	3
CYP2C23P	0	0	0
TPM4P1	0	0	0
SPCS2P2	0	0	0
ERLIN1	2806	3075	2989
ENSG00000305493	1	7	3
CHUK	782	1081	1236
ENSG00000236308	0	0	1
CHUK-DT	2	4	1
CWF19L1	970	1475	1537
SNORA12	0	0	1
PHB1P9	1	2	4
RNU6-422P	0	0	0
BLOC1S2	1690	2622	2375
PKD2L1	2	2	2
ENSG00000231188	3	4	1
SCD	33693	86065	85645
ENSG00000289301	0	8	4
OLMALINC	885	1764	1598
WNT8B	42	19	2
ENSG00000303041	1	1	1
ENSG00000307584	35	16	1
SEC31B	172	317	247
ENSG00000255339	0	2	2
NDUFB8	233	495	461
HIF1AN	2582	3775	4091
ENSG00000298794	0	5	2
ENSG00000295641	0	0	0
ENSG00000295664	0	0	0
PAX2	24	5	3
ENSG00000295657	0	0	0
ENSG00000308123	0	0	0
ENSG00000272572	29	58	32
SLF2	1339	1936	3268
ENSG00000273476	0	0	0
MRPL43	1257	2010	1859
SEMA4G	502	808	551
MIR608	0	0	1
ENSG00000236662	4	20	13
TWNK	1402	1878	2643
LZTS2	3110	3329	4588
PDZD7	86	98	39
SFXN3	72	110	35
ENSG00000273162	41	94	97
KAZALD1	22	72	22
ENSG00000288844	0	8	1
TLX1NB	0	0	0
ENSG00000297415	0	0	0
TLX1	0	14	2
ENSG00000297403	0	8	0
ENSG00000297387	0	6	0
LINC01514	0	1	0
SMARCE1P7	0	0	0
ENSG00000303756	0	0	0
LBX1-AS1	0	0	0
LBX1	0	0	1
LINC02681	1	0	0
ENSG00000289441	7	19	3
RNU2-43P	0	0	0
ENSG00000225208	1	2	2
ENSG00000230967	0	0	0
BTRC	1414	2272	2824
RNU2-59P	0	0	0
DPCD	548	875	722
POLL	1537	1860	1415
MIR3158-2	0	0	0
MIR3158-1	0	0	0
FBXW4	1943	1891	1437
RNU6-1165P	0	0	0
ENSG00000286489	4	1	0
LINC03046	0	0	0
ENSG00000302227	2	1	0
ENSG00000308881	0	1	0
FGF8	92	83	11
NPM3	2323	3677	2153
OGA	8680	10441	9461
KCNIP2-AS1	22	22	3
KCNIP2	216	283	267
ENSG00000308219	4	10	4
ARMH3	972	1199	1479
ENSG00000308403	0	0	0
HPS6	436	598	814
ENSG00000224302	1	0	2
ENSG00000229629	0	0	0
LDB1	4218	5367	6402
ENSG00000308218	23	51	21
ENSG00000308204	20	14	5
PPRC1	3361	3781	5440
NOLC1	10165	13763	18354
ELOVL3	3	14	5
PITX3	6	9	0
GBF1	1856	3267	4601
NFKB2	1479	1569	1307
PSD	234	338	209
FBXL15	165	343	256
CUEDC2	1716	2619	2877
ENSG00000298413	5	9	18
C10orf95-AS1	373	798	458
MIR146B	0	0	0
C10orf95	12	7	2
MFSD13A	380	787	604
ACTR1A	4932	8209	8380
ENSG00000273262	6	3	10
SUFU	1092	1423	2057
RPL23AP58	0	0	0
RNU6-43P	0	0	0
TRIM8	1101	1022	1045
TRIM8-DT	5	4	0
ENSG00000306250	0	0	0
ARL3	1601	1993	2219
SFXN2	1182	1101	1466
WBP1L	1157	2017	1609
ENSG00000294669	0	0	0
ENSG00000294651	0	1	0
RNU6-1231P	0	0	0
CYP17A1	0	0	1
PFN1P11	0	0	0
ENSG00000282772	14	29	21
PTGES3P4	12	41	24
BORCS7	123	165	240
BORCS7-ASMT	0	0	0
ENSG00000296999	0	0	0
AS3MT	0	3	3
RPL22P17	0	0	0
ENSG00000286575	3	2	4
ENSG00000272912	0	0	1
CNNM2	1147	1608	1464
ENSG00000278498	1	0	0
NT5C2	1569	1895	2214
RPS15AP29	1	0	0
MARCKSL1P1	0	0	0
ST13P13	1	1	2
ENSG00000306663	0	0	0
RPEL1	106	131	182
INA	773	2090	1800
PCGF6	809	1153	959
RNU11-3P	0	1	0
TAF5	802	1342	1388
ATP5MK	611	1510	1571
MIR1307	0	0	1
PDCD11	5060	6856	8853
ENSG00000301927	0	1	0
CALHM2	81	5	8
ENSG00000273485	8	12	11
ENSG00000234699	12	0	0
CALHM1	28	14	22
CALHM3	10	3	1
NEURL1-AS1	0	0	0
ENSG00000301997	0	0	0
NEURL1	27	14	13
ENSG00000226431	0	0	0
ENSG00000287419	0	5	3
SH3PXD2A	1950	2408	3683
ENSG00000273108	0	0	0
ENSG00000289972	0	1	1
ENSG00000307705	0	1	0
SH3PXD2A-AS1	1	0	1
ENSG00000308556	0	0	0
ENSG00000289744	0	0	0
STN1	201	218	221
ENSG00000305692	0	0	0
ENSG00000289745	13	23	13
SLK	2785	3865	4203
RN7SL524P	0	0	0
COL17A1	211	141	221
MIR936	0	0	0
ENSG00000297750	1	0	0
ENSG00000294028	2	1	1
ENSG00000294047	0	0	3
ENSG00000294070	0	0	0
SFR1	304	496	409
CFAP43	55	56	53
MIR609	0	0	0
GSTO1	1598	3090	2401
ENSG00000302085	0	0	1
ENSG00000302058	15	31	26
ENSG00000302072	3	0	3
MIR4482	4	6	10
GSTO2	626	403	311
ITPRIP-AS1	1	1	0
ITPRIP	1320	2305	3222
ENSG00000270075	0	0	0
ENSG00000287779	0	0	0
CFAP58-DT	14	51	31
CFAP58	90	89	91
LINC02620	0	0	0
ENSG00000237761	0	0	0
SORCS3	42	222	711
SORCS3-AS1	0	0	0
ENSG00000306958	0	0	0
LINC02627	0	1	0
RNU6-463P	0	0	0
ENSG00000308875	1	2	1
PPIAP38	0	0	0
YWHAZP5	3	2	9
ENSG00000287732	0	0	0
ENSG00000299204	0	0	0
ENSG00000299224	0	0	0
ENSG00000286609	0	0	0
ENSG00000294147	0	0	0
ENSG00000303362	0	0	0
LINC02624	0	0	0
ENSG00000297210	0	0	0
ENSG00000297231	0	0	0
ENSG00000296565	0	0	0
RPL23AP59	0	0	0
ENSG00000301223	0	0	0
SORCS1	761	443	724
ENSG00000287047	0	0	1
ENSG00000298047	1	0	0
RNA5SP325	0	0	0
ENSG00000294532	0	0	0
RNA5SP326	0	0	0
ENSG00000297245	0	0	0
ENSG00000303100	0	0	0
ENSG00000298678	0	0	0
LINC01435	6	1	7
ENSG00000299072	68	20	27
PTGES3P5	0	0	0
ENSG00000203434	0	0	0
